RegionName;State;Metro;County;City;Zri
South San Lauren - Fruitvale;CA;Bakersfield;Kern County;Bakersfield;1474
Central College;OH;Columbus;Franklin County;Columbus;1474
Forest Hills;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;1473
Carriage;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1473
Northside Village;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1472
Lake Houston;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1472
McKinley Park;CA;Stockton-Lodi;San Joaquin County;Stockton;1472
North Central Thousand Oaks;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1472
Lake Meadows;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1472
Grove Park;NC;Durham-Chapel Hill;Durham County;Durham;1472
Western Branch South;VA;Virginia Beach-Norfolk-Newport News;Chesapeake City;Chesapeake;1471
Lexington Park;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1471
Green Valley North;NV;Las Vegas-Henderson-Paradise;Clark County;Henderson;1470
Golden Glades - The Woods;FL;Jacksonville;Duval County;Jacksonville;1470
South Inglewood;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1470
Friendly Area;OR;Eugene;Lane County;Eugene;1469
Middle River Terrace;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;1469
High Resort;NM;Albuquerque;Sandoval County;Rio Rancho;1469
Historic Ybor;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;1469
Southeast Boise;ID;Boise City;Ada County;Boise;1468
Elmhurst;RI;Providence-Warwick;Providence County;Providence;1468
The Highlands;DE;Philadelphia-Camden-Wilmington;New Castle County;Wilmington;1468
Bullard;CA;Fresno;Fresno County;Fresno;1467
Como;MN;Minneapolis-St. Paul-Bloomington;Ramsey County;Saint Paul;1467
Bayside West;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;1467
Salmon Brook;CT;Hartford-West Hartford-East Hartford;Hartford County;Granby;1467
Hough;WA;Portland-Vancouver-Hillsboro;Clark County;Vancouver;1467
River Mountain;NV;Las Vegas-Henderson-Paradise;Clark County;Henderson;1466
Jewell Heights - Hoffman Heights;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1466
North Lancaster;OR;Salem;Marion County;Salem;1466
Longfellow;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1466
Manayunk;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1466
East Colorado Springs;CO;Colorado Springs;El Paso County;Colorado Springs;1465
Irving Heights;TX;Dallas-Fort Worth-Arlington;Dallas County;Irving;1465
West 7th;MN;Minneapolis-St. Paul-Bloomington;Ramsey County;Saint Paul;1465
Greenland;FL;Jacksonville;Duval County;Jacksonville;1465
Audubon Park;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1465
Greenburg Road;OR;Portland-Vancouver-Hillsboro;Washington County;Tigard;1465
Bayou Oaks;FL;North Port-Sarasota-Bradenton;Sarasota County;Sarasota;1465
Summit-University;MN;Minneapolis-St. Paul-Bloomington;Ramsey County;Saint Paul;1464
Laurelglen;CA;Bakersfield;Kern County;Bakersfield;1464
Sunset Ridge;FL;Miami-Fort Lauderdale-West Palm Beach;Palm Beach County;Lake Worth;1464
East Del Paso Heights;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1464
Pleasant Valley;TX;Austin-Round Rock;Travis County;Austin;1463
Silver Creek;CA;Bakersfield;Kern County;Bakersfield;1463
Mirror Lake;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Plantation;1463
Lower Lawrenceville;PA;Pittsburgh;Allegheny County;Pittsburgh;1463
Mission Hills;NV;Las Vegas-Henderson-Paradise;Clark County;Henderson;1462
Beacon Hills and Harbour;FL;Jacksonville;Duval County;Jacksonville;1461
Carriage Place;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1460
Morningside;OR;Salem;Marion County;Salem;1459
Bliss Corner;MA;Providence-Warwick;Bristol County;Dartmouth;1459
University;AL;Tuscaloosa;Tuscaloosa County;Tuscaloosa;1458
West Minnehaha;WA;Portland-Vancouver-Hillsboro;Clark County;Vancouver;1458
Lone Mountain;NV;Las Vegas-Henderson-Paradise;Clark County;Las Vegas;1457
Northgate;OR;Salem;Marion County;Salem;1457
Royal Poinciana;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1457
Sunland Village;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Mesa;1457
Downtown;MN;Minneapolis-St. Paul-Bloomington;Ramsey County;Saint Paul;1456
Vose;OR;Portland-Vancouver-Hillsboro;Washington County;Beaverton;1456
Sweetbriar;TX;Austin-Round Rock;Travis County;Austin;1456
Rock Island;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;1456
Indian Springs;OH;Columbus;Franklin County;Columbus;1456
Tuttle West;OH;Columbus;Franklin County;Dublin;1456
Victorian Village;OH;Columbus;Franklin County;Columbus;1455
Howe;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1454
Birchwood;WA;Bellingham;Whatcom County;Bellingham;1454
Maple Grove - Franklin;ID;Boise City;Ada County;Boise;1454
Southside;NH;Manchester-Nashua;Hillsborough County;Manchester;1453
Villa Park;NJ;Trenton;Mercer County;Trenton;1453
Hamilton Park;PA;Allentown-Bethlehem-Easton;Lehigh County;Allentown;1453
Far North;TX;Dallas-Fort Worth-Arlington;Dallas County;Dallas;1452
North Central;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1452
Cresthaven;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Pompano Beach;1452
Blendon Woods;OH;Columbus;Franklin County;Columbus;1452
Encanto;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Phoenix;1451
Love Field Area;TX;Dallas-Fort Worth-Arlington;Dallas County;Dallas;1451
Highland Garden;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1451
Rose Village;WA;Portland-Vancouver-Hillsboro;Clark County;Vancouver;1451
Sunset;ID;Boise City;Ada County;Boise;1451
North Mayfair;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1450
Point Breeze;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1449
Westpointe;UT;Salt Lake City;Salt Lake County;Salt Lake City;1448
Griers Fork;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1448
Spenard;AK;Anchorage;Anchorage Borough;Anchorage;1447
Morrell Park;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1447
Port Tampa City;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;1447
Centennial Hills;NV;Las Vegas-Henderson-Paradise;Clark County;Las Vegas;1446
West Salem;OR;Salem;Marion County;Salem;1446
Russian Jack Park;AK;Anchorage;Anchorage Borough;Anchorage;1446
Sharon Heights;OH;Columbus;Franklin County;Columbus;1446
Chestnut Park;NJ;Trenton;Mercer County;Trenton;1446
Alafaya;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1445
Santa Clara;OR;Eugene;Lane County;Eugene;1445
Loretto;FL;Jacksonville;Duval County;Jacksonville;1445
Meyer Park;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Tempe;1445
Golden Hills;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Mesa;1445
Steele Creek;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1444
Ortega;FL;Jacksonville;Duval County;Jacksonville;1444
Buckner Terrace;TX;Dallas-Fort Worth-Arlington;Dallas County;Dallas;1443
Fair Oaks;CA;Stockton-Lodi;San Joaquin County;Stockton;1443
Five Points;NC;Raleigh;Wake County;Raleigh;1443
North Burnett;TX;Austin-Round Rock;Travis County;Austin;1443
Pennsport;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1443
Fifeville;VA;Charlottesville;Albemarle County;Charlottesville;1443
East Garfield Park;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1442
Deer Creek;ND;Fargo;Cass County;Fargo;1442
441 Corridor;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1441
Gulfton;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1439
Winnetka Heights;TX;Dallas-Fort Worth-Arlington;Dallas County;Dallas;1439
Conway;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1439
Northgate Park;NC;Durham-Chapel Hill;Durham County;Durham;1439
Macalester-Groveland;MN;Minneapolis-St. Paul-Bloomington;Ramsey County;Saint Paul;1438
Thalia;VA;Virginia Beach-Norfolk-Newport News;Virginia Beach City;Virginia Beach;1438
Straw-Smyth;NH;Manchester-Nashua;Hillsborough County;Manchester;1438
Churchill;OR;Eugene;Lane County;Eugene;1438
South Apopka;FL;Orlando-Kissimmee-Sanford;Orange County;Apopka;1438
Bordeaux;TN;Nashville-Davidson--Murfreesboro--Franklin;Davidson County;Nashville;1438
Royal Palm Isles;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Oakland Park;1438
Collister;ID;Boise City;Ada County;Boise;1437
Dickinson Narrows;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1437
Mallard Creek - Withrow Downs;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1437
East Beverly;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1437
Upper Burton Creek;TX;College Station-Bryan;Brazos County;Bryan;1437
Parkwood Manor;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1436
Ghent;VA;Virginia Beach-Norfolk-Newport News;Norfolk City;Norfolk;1436
Hope;RI;Providence-Warwick;Providence County;Providence;1436
Western Branch North;VA;Virginia Beach-Norfolk-Newport News;Chesapeake City;Chesapeake;1435
North Indian Trail;WA;Spokane-Spokane Valley;Spokane County;Spokane;1435
Plaza Midwood;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1435
Central Business District;OH;Cincinnati;Hamilton County;Cincinnati;1435
Lakewood Heights;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1435
Pierce Park;ID;Boise City;Ada County;Boise;1435
Riverbend;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1435
Laveen;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Phoenix;1434
Northwest Manchester;NH;Manchester-Nashua;Hillsborough County;Manchester;1433
Lower South Providence;RI;Providence-Warwick;Providence County;Providence;1433
Windom;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1433
Manor Park;MN;Rochester;Olmsted County;Rochester;1433
East Hills;MI;Grand Rapids-Wyoming;Kent County;Grand Rapids;1433
Upper Fells Point;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1433
Green Valley South;NV;Las Vegas-Henderson-Paradise;Clark County;Henderson;1432
Back Creek Church Road;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1432
Millbrook;MI;Grand Rapids-Wyoming;Kent County;Grand Rapids;1432
North East Park;FL;Tampa-St. Petersburg-Clearwater;Pinellas County;Saint Petersburg;1432
Enterprise;NV;Las Vegas-Henderson-Paradise;Clark County;Las Vegas;1431
Belmont;VA;Charlottesville;Albemarle County;Charlottesville;1431
Sam Hughes;AZ;Tucson;Pima County;Tucson;1431
Cypress Bend;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Pompano Beach;1431
Eagle Ford;TX;Dallas-Fort Worth-Arlington;Dallas County;Dallas;1430
East Lancaster;OR;Salem;Marion County;Salem;1430
Ednor Gardens-Lakeside;MD;Baltimore-Columbia-Towson;Baltimore City;Baltimore;1430
Palm Club Village;FL;Miami-Fort Lauderdale-West Palm Beach;Palm Beach County;West Palm Beach;1430
North Conway;NH;;Carroll County;Conway;1430
Northeast;NV;Reno;Washoe County;Reno;1429
Airport North;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1429
Johnston Rd.-McAlpine;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1429
Utah Park;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1429
Shadow Valley;UT;Ogden-Clearfield;Weber County;Ogden;1429
Capitol View;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1429
Bethel;OR;Eugene;Lane County;Eugene;1428
Shadowmoss;SC;Charleston-North Charleston;Charleston County;Charleston;1428
Ardsley Park;GA;Savannah;Chatham County;Savannah;1428
Kern City;CA;Bakersfield;Kern County;Bakersfield;1428
Southwest Richardson;TX;Dallas-Fort Worth-Arlington;Dallas County;Richardson;1427
Breinigsville;PA;Allentown-Bethlehem-Easton;Lehigh County;Upper Macungie Township;1427
Tenney-Lapham;WI;Madison;Dane County;Madison;1426
Saybrook Manor;CT;Hartford-West Hartford-East Hartford;Middlesex County;Old Saybrook;1426
Metro West;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1424
Centretech;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1424
Falcon Ridge;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1424
Parkwood;NC;Durham-Chapel Hill;Durham County;Durham;1424
South Corvalis;OR;Corvallis;Benton County;Corvallis;1423
Amston;CT;Hartford-West Hartford-East Hartford;Tolland County;Hebron;1423
Oak Forest - Garden Oaks;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1422
Plaza Terrace;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;1422
Overton South;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;1422
Berwick;OH;Columbus;Franklin County;Columbus;1422
Richmond Heights;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1422
Washington Park;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1422
Family Acres;NE;Lincoln;Lancaster County;Lincoln;1421
Central City-Liberty Wells;UT;Salt Lake City;Salt Lake County;Salt Lake City;1421
Central Colorado Springs;CO;Colorado Springs;El Paso County;Colorado Springs;1420
Pennypack;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1420
Mountain View;AK;Anchorage;Anchorage Borough;Anchorage;1420
Treme' Lafitte;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1420
East Rock;CT;New Haven-Milford;New Haven County;New Haven;1419
Cobblestone;FL;Jacksonville;Duval County;Jacksonville;1419
Pine Ridge North;FL;Miami-Fort Lauderdale-West Palm Beach;Palm Beach County;Greenacres;1419
Bayside;VA;Virginia Beach-Norfolk-Newport News;Virginia Beach City;Virginia Beach;1418
Whittier;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1418
Lakewood Park;FL;Port St. Lucie;Saint Lucie County;Fort Pierce;1418
Lyndale;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1418
Chevy Chase-Ashland Park;KY;Lexington-Fayette;Fayette County;Lexington;1418
Northwood Hills;FL;Miami-Fort Lauderdale-West Palm Beach;Palm Beach County;West Palm Beach;1418
Westbrooke-Heritage;OH;Columbus;Franklin County;Columbus;1418
Pigeon Hill;IL;Chicago-Naperville-Elgin;Kane County;Aurora;1417
Somerville;NH;Manchester-Nashua;Hillsborough County;Manchester;1417
Ahtanum;WA;Yakima;Yakima County;Yakima;1417
Murraysville;NC;Wilmington;New Hanover County;Wilmington;1416
Hope Valley Farms;NC;Durham-Chapel Hill;Durham County;Durham;1416
Lyons Park;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Pompano Beach;1416
Spring Branch North;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1415
Yorkshire;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1414
Devonshire;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1414
Newell;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1414
West Beverly;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1414
Winston Park;FL;Tampa-St. Petersburg-Clearwater;Pinellas County;Saint Petersburg;1414
Corcoran;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1413
West View;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1413
Mango Groves;FL;Miami-Fort Lauderdale-West Palm Beach;Palm Beach County;Lake Worth;1413
Windsor Hills;TX;Austin-Round Rock;Travis County;Austin;1412
Greater Harmony Hills;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1412
Clifton;OH;Cincinnati;Hamilton County;Cincinnati;1412
The Cape;FL;Jacksonville;Duval County;Jacksonville;1412
Historic Uptown;FL;Tampa-St. Petersburg-Clearwater;Pinellas County;Saint Petersburg;1412
Southwest;TX;Dallas-Fort Worth-Arlington;Tarrant County;Arlington;1411
Buffalo;NV;Las Vegas-Henderson-Paradise;Clark County;Las Vegas;1411
Fairpark;UT;Salt Lake City;Salt Lake County;Salt Lake City;1411
Comstock;WA;Spokane-Spokane Valley;Spokane County;Spokane;1411
Lincoln Park;WA;Port Angeles;Clallam County;Port Angeles;1411
Wilbur I;NJ;Trenton;Mercer County;Trenton;1411
Spring Branch Central;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1410
Second Ward;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1410
Princess Anne Plaza;VA;Virginia Beach-Norfolk-Newport News;Virginia Beach City;Virginia Beach;1410
Kirkwood;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1410
Village Green-Green Ridge;PA;Philadelphia-Camden-Wilmington;Delaware County;Aston Township;1410
Buckingham Lake - Crestwood;NY;Albany-Schenectady-Troy;Albany County;Albany;1410
Southeast Colorado Springs;CO;Colorado Springs;El Paso County;Colorado Springs;1409
Southeast;OR;Eugene;Lane County;Eugene;1409
Northeast Aurora;IL;Chicago-Naperville-Elgin;Kane County;Aurora;1409
Prairie Hills;WI;Madison;Dane County;Madison;1409
Northeast Neighbors;OR;Salem;Marion County;Salem;1408
Little Turtle;OH;Columbus;Franklin County;Columbus;1408
Deercreek;FL;Jacksonville;Duval County;Jacksonville;1408
West Kensington;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1407
Coulwood West;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1407
East Reno;NV;Reno;Washoe County;Reno;1407
Deep Creek North;VA;Virginia Beach-Norfolk-Newport News;Chesapeake City;Chesapeake;1406
Riverside;RI;Providence-Warwick;Providence County;East Providence;1406
Three Lakes;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Oakland Park;1406
Addicks Park Ten;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1405
Spring Branch West;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1405
Over-The-Rhine;OH;Cincinnati;Hamilton County;Cincinnati;1405
West Valley;ID;Boise City;Ada County;Boise;1404
Prospect Hill;CT;New Haven-Milford;New Haven County;New Haven;1404
Solana Ridge Homeowners - People Active in Community Effort;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1404
Spring Valley;NV;Las Vegas-Henderson-Paradise;Clark County;Las Vegas;1403
Nora-Far Northside;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1403
Standish;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1403
Bjerremark;AK;Fairbanks;Fairbanks North Star Borough;Fairbanks;1403
Gray's Lake;IA;Des Moines-West Des Moines;Polk County;Des Moines;1403
Northeast Dallas;TX;Dallas-Fort Worth-Arlington;Dallas County;Dallas;1402
The Groves;AZ;Phoenix-Mesa-Scottsdale;Maricopa County;Mesa;1402
Jungle Terrace;FL;Tampa-St. Petersburg-Clearwater;Pinellas County;Saint Petersburg;1402
Eldridge - West Oaks;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1401
Rosemont;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1401
Nimitz;TX;Dallas-Fort Worth-Arlington;Dallas County;Irving;1401
Riviera Bay;FL;Tampa-St. Petersburg-Clearwater;Pinellas County;Saint Petersburg;1401
Allisonville;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;1400
Eastway-Sheffield Park;NC;Charlotte-Concord-Gastonia;Mecklenburg County;Charlotte;1400
Bay Area;TX;Corpus Christi;Nueces County;Corpus Christi;1399
Indian River;VA;Virginia Beach-Norfolk-Newport News;Chesapeake City;Chesapeake;1399
Lazy Brook - Timbergrove;TX;Houston-The Woodlands-Sugar Land;Harris County;Houston;1399
Townsite;NV;Las Vegas-Henderson-Paradise;Clark County;Henderson;1399
Fairgrounds;LA;New Orleans-Metairie;Orleans Parish;New Orleans;1399
Riviera - Westchester;CA;Bakersfield;Kern County;Bakersfield;1399
Delmar Parkway;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1398
Kings Point;FL;Miami-Fort Lauderdale-West Palm Beach;Palm Beach County;Delray Beach;1398
Union Park;FL;Orlando-Kissimmee-Sanford;Orange County;Orlando;1398
Willard Hay;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1398
Northeast Macfarlane;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;1398
